asset,bio,conditionId,eventSlug,icon,name,outcome,outcomeIndex,price,profileImage,profileImageOptimized,proxyWallet,pseudonym,side,size,slug,timestamp,title,transactionHash
30178190706173314990959912239154540826998243114303796656136314405256689938420,,0x37ebc422fb298641f2330e24e7b013d94bedd7b765aa7e2b0333057c0839f439,btc-updown-5m-1783977900,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.85,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,35.11,btc-updown-5m-1783977900,1783977953,"Bitcoin Up or Down - July 13, 5:25PM-5:30PM ET",0x449f53db89a37fb1c5bf303adbbd6bfd7ea07007f9d981e6e36d864c0bb7b8db
48515335446378884209159585890333423874594945606169613569878649881314940444387,,0x96a2f0064043502ab26342a66efc320b28d95349847dd206b44d0e03385bcb7b,btc-updown-5m-1783977600,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.94,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,45,btc-updown-5m-1783977600,1783977829,"Bitcoin Up or Down - July 13, 5:20PM-5:25PM ET",0xfb63fa76fd2aecab50e847186b808cb6eb71f4e2a6a9135824900e238e062828
5067232441073178192294990024196477411548289473373301012298686595734607039165,,0x96a2f0064043502ab26342a66efc320b28d95349847dd206b44d0e03385bcb7b,btc-updown-5m-1783977600,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.07,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,40,btc-updown-5m-1783977600,1783977784,"Bitcoin Up or Down - July 13, 5:20PM-5:25PM ET",0x72e9f18a054ab2f3ff08da0a6e8f2a6418e7aacf63ba7b3f8b836c5b21cdb288
5067232441073178192294990024196477411548289473373301012298686595734607039165,,0x96a2f0064043502ab26342a66efc320b28d95349847dd206b44d0e03385bcb7b,btc-updown-5m-1783977600,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.07,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783977600,1783977784,"Bitcoin Up or Down - July 13, 5:20PM-5:25PM ET",0xabdef6cd9cbfe9c39077f206369289db216eae0374561638ff45eac27f4ac9be
48515335446378884209159585890333423874594945606169613569878649881314940444387,,0x96a2f0064043502ab26342a66efc320b28d95349847dd206b44d0e03385bcb7b,btc-updown-5m-1783977600,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.93,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783977600,1783977779,"Bitcoin Up or Down - July 13, 5:20PM-5:25PM ET",0x718bcb84fe4e0e9699df0de906454e068dca9b44c3c0a89a83cb746df5ad03db
48515335446378884209159585890333423874594945606169613569878649881314940444387,,0x96a2f0064043502ab26342a66efc320b28d95349847dd206b44d0e03385bcb7b,btc-updown-5m-1783977600,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.72,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783977600,1783977619,"Bitcoin Up or Down - July 13, 5:20PM-5:25PM ET",0x9442a816c9aaa4fc3c8f0569259bc9bfc23d8eca7344cbb686f2b2ce1e9dd88a
44497056526523761960269784186685721259517678464191611198044079773819082106715,,0x409a6b4c0155d57869e961adf69820e2cfe73eb4b46370aa714a675b74352343,btc-updown-5m-1783977300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.5,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783977300,1783977578,"Bitcoin Up or Down - July 13, 5:15PM-5:20PM ET",0xa10160ecb976d01b2797ad23bfff46a533d0e0b4699b3ace1708a9f61958d06a
44497056526523761960269784186685721259517678464191611198044079773819082106715,,0x409a6b4c0155d57869e961adf69820e2cfe73eb4b46370aa714a675b74352343,btc-updown-5m-1783977300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.49,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,47.9,btc-updown-5m-1783977300,1783977577,"Bitcoin Up or Down - July 13, 5:15PM-5:20PM ET",0xdd1ca3c625ed6907057a033535a6ad63b6f9fb3c83159c17fe06dbf23d2dc21d
8979624320079408865856059367772351704221600011020665359569779034483207718022,,0x409a6b4c0155d57869e961adf69820e2cfe73eb4b46370aa714a675b74352343,btc-updown-5m-1783977300,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.68,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,16.82,btc-updown-5m-1783977300,1783977464,"Bitcoin Up or Down - July 13, 5:15PM-5:20PM ET",0x5b9e4e9e5a8f3d355e869313531581e663345d58e153fb7bbd40326ef7e63db5
13540471590283513455613594607272283131079942990100490080327349072438470225000,,0xf28b07a0a27af69e80d2d2e18b7243044ab4a793e735e92b96082cb01ca2de5c,btc-updown-5m-1783977000,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.95,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783977000,1783977251,"Bitcoin Up or Down - July 13, 5:10PM-5:15PM ET",0x5ccea712821d1ebe2f0b9ea8ae156af812d1df1e9903fdca2cd66aef64ca35b0
13540471590283513455613594607272283131079942990100490080327349072438470225000,,0xf28b07a0a27af69e80d2d2e18b7243044ab4a793e735e92b96082cb01ca2de5c,btc-updown-5m-1783977000,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.85,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783977000,1783977137,"Bitcoin Up or Down - July 13, 5:10PM-5:15PM ET",0x4ad653026e3195171f2fa12540778d89999d85506b79664d895509ac47629293
97762898179560665397578812748420150111820181722787938055403678151799802752033,,0x629771192e91d98172e80dd49ce15c805f4b4a78f72ffc0de918b2de149e2c51,btc-updown-5m-1783976700,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.97,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783976700,1783976966,"Bitcoin Up or Down - July 13, 5:05PM-5:10PM ET",0xbcfa9ae6fecffda6391b7566c436289c38acf687a0c2c45e7716dfccd6225b53
97762898179560665397578812748420150111820181722787938055403678151799802752033,,0x629771192e91d98172e80dd49ce15c805f4b4a78f72ffc0de918b2de149e2c51,btc-updown-5m-1783976700,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.54,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783976700,1783976921,"Bitcoin Up or Down - July 13, 5:05PM-5:10PM ET",0x813b9d9dd937fc13b07fcfe61243dcb6caa31b6388ade673096c44cfbb1cb5b2
97762898179560665397578812748420150111820181722787938055403678151799802752033,,0x629771192e91d98172e80dd49ce15c805f4b4a78f72ffc0de918b2de149e2c51,btc-updown-5m-1783976700,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.54,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783976700,1783976921,"Bitcoin Up or Down - July 13, 5:05PM-5:10PM ET",0x36f75ff611345c1eb064dcfbbcdc18a044220204ad7110ba892090a57ceb9fc3
37916848960061304574957639384284569181978544555066187229502310206772741608211,,0x629771192e91d98172e80dd49ce15c805f4b4a78f72ffc0de918b2de149e2c51,btc-updown-5m-1783976700,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.48,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783976700,1783976839,"Bitcoin Up or Down - July 13, 5:05PM-5:10PM ET",0x9deda5afc1a714285806469fdbacae5895fd6da6cc61137a13dfa7eef4880fae
37916848960061304574957639384284569181978544555066187229502310206772741608211,,0x629771192e91d98172e80dd49ce15c805f4b4a78f72ffc0de918b2de149e2c51,btc-updown-5m-1783976700,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.47,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,20,btc-updown-5m-1783976700,1783976837,"Bitcoin Up or Down - July 13, 5:05PM-5:10PM ET",0x04049ee1ff03f50e2a350c38ba2f8365a1daa55c411901321fc67ca7011cd8f1
97762898179560665397578812748420150111820181722787938055403678151799802752033,,0x629771192e91d98172e80dd49ce15c805f4b4a78f72ffc0de918b2de149e2c51,btc-updown-5m-1783976700,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.6,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783976700,1783976753,"Bitcoin Up or Down - July 13, 5:05PM-5:10PM ET",0x5e3f12c96dc6bbd1fa17241abb6904a5dcb9e229d53222d74ea9b962076a42fa
10054454938217450005360645626537508247266773538431967739492253820943909812511,,0x1de6a0e99648b685a2a8bbfc152e7f32fba626264e0f30cfa31d30084b10ed12,btc-updown-5m-1783976400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.89,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783976400,1783976630,"Bitcoin Up or Down - July 13, 5:00PM-5:05PM ET",0xd67e84431dfc70c481f559a20dc718af910d055453fe9ad99303627dca606717
10054454938217450005360645626537508247266773538431967739492253820943909812511,,0x1de6a0e99648b685a2a8bbfc152e7f32fba626264e0f30cfa31d30084b10ed12,btc-updown-5m-1783976400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.87,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,1.98,btc-updown-5m-1783976400,1783976626,"Bitcoin Up or Down - July 13, 5:00PM-5:05PM ET",0x5245959d2bc65c95ba4ff512f90b8d91bc8cdfd872b4b7e61eb877b82245ed3b
30148483746988820108765122332329214070213174317664450643410447291610507279438,,0x1de6a0e99648b685a2a8bbfc152e7f32fba626264e0f30cfa31d30084b10ed12,btc-updown-5m-1783976400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.05,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783976400,1783976620,"Bitcoin Up or Down - July 13, 5:00PM-5:05PM ET",0xf65d295011e2920b64e3ab8f81d2ed3bea7d8e22e2ba9ef247863a445ac35b85
10054454938217450005360645626537508247266773538431967739492253820943909812511,,0x1de6a0e99648b685a2a8bbfc152e7f32fba626264e0f30cfa31d30084b10ed12,btc-updown-5m-1783976400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.9,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783976400,1783976594,"Bitcoin Up or Down - July 13, 5:00PM-5:05PM ET",0x85ea634cf1dab6a03715bf823e9d22d86059fd235cfea9c18edabacc0d6c416d
10054454938217450005360645626537508247266773538431967739492253820943909812511,,0x1de6a0e99648b685a2a8bbfc152e7f32fba626264e0f30cfa31d30084b10ed12,btc-updown-5m-1783976400,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.48,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,45.03,btc-updown-5m-1783976400,1783976548,"Bitcoin Up or Down - July 13, 5:00PM-5:05PM ET",0x18012bf0c0a227da6906ca1701e3ec575d442ce532cdb988dff5b634508ca21a
12617669382896935320669406545130269519997020659415013923748749281115842604234,,0x7c8c8893af8ffbabb640e07d97ca00236af8d2517e937d561d14775de543b0dc,btc-updown-5m-1783976100,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Down,1,0.01,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,100,btc-updown-5m-1783976100,1783976353,"Bitcoin Up or Down - July 13, 4:55PM-5:00PM ET",0x575ac537f9bd7409005f9a5ea515c795a953c4fcc2788c7e2a59868ec5b03e07
57099622395578253917608864431687914392434565823090536403183553340746558246894,,0xd508dd005e52ae1c9e9a3aa5d14614318b949deecba7f548ad551a8994ce3310,btc-updown-5m-1783975800,https://polymarket-upload.s3.us-east-2.amazonaws.com/BTC+fullsize.png,l5Zn1bWoM8eTsK,Up,0,0.98,,,0xb945945d5bcaf7b56834d4da8cdf8f8f94b2db68,Noisy-Colonisation,BUY,50,btc-updown-5m-1783975800,1783976059,"Bitcoin Up or Down - July 13, 4:50PM-4:55PM ET",0xb4986d6b1df2b522728871f9ef8a5ae9c5baa760e22de231c06d72877b868ab3
