sleeve_id,at,event_id,tf,symbol,signal,outcome,won,pnl_usd,entry_qty,entry_price,condition_id,price_source,fill_event_id
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-24 22:10:40.578383+02,2e846983-ee2d-4501-917b-92ff82beff2e,5m,SOL,UP,Down,False,-26.165784,49.0196,0.5337820790051326,0xb2cde2581071a36848563bf2f1c6380f017cf99211b0b4bf773f7500c4a72b90,onchain_oracle,adfa6f19-d22e-461a-a8f0-12c099fde027
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-24 22:10:40.956574+02,049d236b-eb1e-440e-8da8-10704c2ea4bb,5m,BTC,UP,Down,False,-25.0,50.0,0.5,0x37e69a4333734170ebd46680b1f7a67988d8bae12562c802d4d88733910fb91b,onchain_oracle,c6a73cf3-9451-41b8-b8f9-eb901aa162f4
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-24 22:30:46.239903+02,d849fe2c-62e5-43e2-a21a-b31af07c465c,15m,SOL,UP,Down,False,-25.0,50.0,0.5,0x9d5eff76543deed8f4c47172a19a52a85ca6165bc050d6769045e6500afe71e0,onchain_oracle,447084ad-da3c-4bc5-bbb7-e8dcc39a951c
shadow_poly_updown_sol_5m_fade_sniper,2026-05-24 23:00:29.582641+02,efee255c-77a5-41aa-9d96-7a8d8d9f52b6,5m,SOL,UP,Up,True,21.3473062,47.1698,0.53,0x655bdca52c15badcfbbdb4d046b8f0b9b78e0bb0281fc9a54c9aec71a06ccaf5,onchain_oracle,5bb7890c-31d2-41ca-9265-819b2a9bcdc6
shadow_poly_updown_sol_5m_fade_sniper,2026-05-24 23:40:48.286817+02,b343f189-4c44-434e-9d79-89c91c8cd5c6,5m,SOL,UP,Down,False,-25.44339,47.1698,0.5393999974559994,0xc06a0bfec70186e642d98d745068ecec3eb7f0efa99b68254a84ee27f46526a1,onchain_oracle,626d1d9b-49bb-4aff-9a0f-97b2f27e1242
shadow_poly_updown_btc_5m_fade_sniper,2026-05-24 23:40:52.584439+02,b0d842df-0b73-42b1-8d73-8adadddf9c86,5m,BTC,UP,Down,False,-25.124192,49.0196,0.5125335988053759,0xbe4b4c63caf5288b77d4cd6315b01e039ab7a49a7f44d15961642df9da106ddd,onchain_oracle,e3d10dd1-4f6d-486c-af91-2f1cdfec7ca1
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-24 23:45:57.80449+02,a1577da5-6165-44e4-94c9-d95396fc502a,5m,BTC,UP,Down,False,-24.999952,42.3728,0.59,0xf32b778689247408806d74e7b1f81e0bfb0616d7760a6a752acf7bfb58182a54,onchain_oracle,99695fb7-56d3-4d20-a458-18a4aecde14f
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-24 23:46:03.669971+02,6fcca3b7-3c82-446e-becb-d9e29a23fc60,5m,SOL,UP,Down,False,-25.30252,45.4545,0.5566559966559966,0x56f3fbaec723d4b9d914bed720151b4815976df4a4c91d835eec69563d9a34a2,onchain_oracle,bf124241-3771-477d-8328-a2e3c2f98eab
shadow_poly_updown_eth_15m_fade_sniper,2026-05-24 23:46:05.98822+02,ad62c5b4-2cb7-4f7a-a6bf-132583cd3172,15m,ETH,DOWN,Down,True,22.827366,50.0,0.526,0x166596f326bd4d7b41d232c823cfbd867bd3550d51f251cafc53d96bae8b453e,onchain_oracle,cef5718d-c1e6-4686-93ca-0c12a7b0ecd5
shadow_poly_updown_btc_5m_fade_sniper,2026-05-24 23:46:06.788524+02,c3dd4778-0e1c-4898-a0e1-724f101946f6,5m,BTC,UP,Down,False,-24.999996,49.0196,0.51,0xf32b778689247408806d74e7b1f81e0bfb0616d7760a6a752acf7bfb58182a54,onchain_oracle,d0ed6f98-b36d-401a-a3bb-d91a599b2885
shadow_poly_updown_sol_5m_fade_sniper,2026-05-24 23:50:28.196589+02,e5bc3def-f2bd-4926-8b82-544f3bd004ea,5m,SOL,UP,Up,True,20.77581228,47.1698,0.5421771981225275,0x8cd309f79cf7fa9808f8c5ca502391ef32642fd3473537f7849fa7fa236ee0a6,onchain_oracle,449e0f59-fc01-44e6-a749-fbf5dd8324fe
shadow_poly_updown_btc_5m_fade_sniper,2026-05-24 23:50:31.701062+02,1a197666-2552-4186-aafa-0147639f0432,5m,BTC,UP,Up,True,22.1620618,48.0769,0.5215614359494892,0xa8389678095fd384141f8caf63fa5215565ae06a2671ebbf44be185ed2855daf,onchain_oracle,8fbfa731-6e65-40ce-b8f5-0df1c4fff541
shadow_poly_updown_eth_15m_fade_sniper,2026-05-25 00:01:19.26352+02,a83a8c6e-a853-466d-b681-e61e6800d968,15m,ETH,UP,Up,True,22.55170313,49.0196,0.5224805587968894,0x9f236ad2a14ac7cb2fcf1977bbf7971eeca941a4c3d3229ff8a7c9873c444339,onchain_oracle,e0a85a2b-f8d0-4d47-8404-19f975b61b63
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-25 00:10:49.468867+02,db35bfc7-0018-4bb2-82c4-03abfd28861d,5m,SOL,DOWN,Up,False,-25.199,50.0,0.50398,0xa85425f8d587441b3acea3fa2d68dbfaf4594b21422a10e657fda179d14bd927,onchain_oracle,23901fa4-cf73-4ed2-baae-ceb13126d682
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-25 00:10:58.22921+02,e5c583fc-62b6-4f9f-86fd-4b2b0fd690a1,5m,BTC,DOWN,Up,False,-25.0,50.0,0.5,0x1bbd1336ead8d62e6ff2a676e1b2aec24fd6eed17f73a581ea6b071b5dc0dadf,onchain_oracle,98965ff2-dc49-478f-a143-4b4a664fdf13
shadow_poly_updown_btc_5m_fade_sniper,2026-05-25 00:15:53.12841+02,daa62c10-2ede-4f37-8867-5d8de53628b0,5m,BTC,DOWN,Up,False,-25.0,50.0,0.5,0xf0c60eb537aa867fadf1e6b43cf4d82681aba1b9e57535d547d4f4de87d811b7,onchain_oracle,078a573a-1ae8-4a1b-be6f-b6c3859549a9
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-25 00:15:56.596006+02,c891d02c-8e74-4035-8830-efecb2a9fff2,5m,BTC,DOWN,Up,False,-25.0,50.0,0.5,0xf0c60eb537aa867fadf1e6b43cf4d82681aba1b9e57535d547d4f4de87d811b7,onchain_oracle,5e28065e-f08e-4131-b328-3aec5cdced2b
shadow_poly_updown_sol_5m_fade_sniper,2026-05-25 00:16:01.598908+02,dcab35b6-b80c-44e0-9aaf-bd354b876d89,5m,SOL,DOWN,Up,False,-25.35,50.0,0.507,0xe5caf345278f79dd0e170dc6b955b3e5dd3a01bcabaf4915a9f020cfe5771aeb,onchain_oracle,a6ab9350-56f7-4f71-9d8d-5d4a37fa30e3
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-25 00:16:03.101596+02,4284797d-4efd-4214-a5ff-0823d907c4ac,5m,SOL,DOWN,Up,False,-26.344,50.0,0.52688,0xe5caf345278f79dd0e170dc6b955b3e5dd3a01bcabaf4915a9f020cfe5771aeb,onchain_oracle,b044fb6f-6a05-4943-ab48-1e1a737cc9ff
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-25 00:20:31.630681+02,8f6595a2-0e4a-496a-98ee-a264da15aab2,5m,BTC,DOWN,Down,True,20.49125367,46.2962,0.54,0xe7017b233b0e05fef171512aab522fe123cf0ceb84a44c3e2a8fd0ceb9a11b45,onchain_oracle,56860612-e3cd-42b0-b68d-5b9d6e9a1f9d
shadow_poly_updown_btc_5m_fade_sniper,2026-05-25 00:20:41.529269+02,479bdfe2-a012-4275-a5cb-d5a6e6bf4eb5,5m,BTC,DOWN,Down,True,19.26556463,45.4545,0.5588999988999989,0xe7017b233b0e05fef171512aab522fe123cf0ceb84a44c3e2a8fd0ceb9a11b45,onchain_oracle,ea34dfe9-30c1-440c-b515-e73eb5b573af
shadow_poly_updown_sol_5m_fade_sniper,2026-05-25 00:20:42.391302+02,bce9a7ff-4af5-4a8d-ad48-abb62e805f32,5m,SOL,DOWN,Down,True,22.98632104,50.0,0.52281,0xc4884ad6308749e54de485bd32825730a9cfa9c71949cd4c7ac9565342e60472,onchain_oracle,f6e00f85-1b4a-44f3-b7ed-08c79f3364d1
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-25 00:25:49.049727+02,410ce330-c665-415a-86b0-5ad8b9ed064e,5m,BTC,UP,Up,True,23.16210414,49.0196,0.51,0xfafc07d06b79f6c5c40cc63684d3237fa8936dcf95d1f438efa16f7000032872,onchain_oracle,4a4cef1e-f1cb-4f0c-9d03-1271e35a03dd
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-25 00:25:50.354981+02,0f729f18-17e8-4cb8-9082-3e39e0a71ae8,5m,SOL,UP,Up,True,22.00685993,49.0196,0.5336391973822716,0xefae6827a16dab377c845c69e0ffafae9ac91518882f2b1085bae17d37e5dc7e,onchain_oracle,7113cae4-cd7c-4a54-9d43-007743a22e15
shadow_poly_updown_btc_5m_fade_sniper,2026-05-25 00:30:49.1356+02,2963ccaf-a693-44b6-9752-bd512e098996,5m,BTC,UP,Down,False,-24.999996,49.0196,0.51,0x40e164d0c4176d366d43802407559d396de9185f5c70ef20ee42e85e15b9ccff,onchain_oracle,6655a343-fc42-4de1-8d3b-eed82df483e4
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-25 00:30:54.744534+02,10ca3424-2d0a-4261-b6c0-859958b05813,15m,SOL,DOWN,Down,True,26.09463915,52.0833,0.4815065481641908,0x0f5a72a08d9426777e8f3e2c4d44147ae18db75770e7139cc34cf21ac9fdd6a5,onchain_oracle,ad3c5a05-d030-44d3-8de2-8e7da24f7b7e
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-25 00:45:28.01325+02,db1f53b2-9c6e-47db-953a-e5cbdbeef39e,15m,SOL,UP,Down,False,-25.270404,51.0204,0.49529999764799965,0x307ef6a7ca2955a3d41dc2f15335a8da8c26a38827c3efcf5f77e3838df3a9c8,onchain_oracle,f0c64fc4-c395-4b9e-9721-f3b79f524555
shadow_poly_updown_sol_5m_fade_momo_v2,2026-05-25 01:10:39.967916+02,0584722d-4bbd-48c4-8c4a-955184afd147,5m,SOL,DOWN,Up,False,-25.627388,49.0196,0.5227987988478078,0x2ea68221d1ab03b11cb2019645ab155b0b14d4fc47cbb6ba4a4f79ecad23d80c,onchain_oracle,080eb835-4561-4e12-9fd2-f393c1c0be67
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-25 01:10:41.606316+02,81a24069-ee8a-4f7f-b323-83f12edf773b,5m,BTC,DOWN,Up,False,-24.999988,54.3478,0.46,0x1878249a3de251f4fde7041d995a74d617d6e840f2978dfe2113338e44b541a0,onchain_oracle,85a9efc5-6ac2-432b-ad78-8c9154a84dc7
shadow_poly_updown_sol_15m_fade_momo_v2,2026-05-25 01:30:41.399476+02,1db3f787-9f04-4fd3-aeef-150d54f7e108,15m,SOL,DOWN,Down,True,22.00686709,48.0769,0.5247999975039987,0xc4278b641569756eaf967537d68dc011d56f17c240586d0fa43984440e03cc44,onchain_oracle,7871b71f-deaa-4cea-8bd5-e2b60af7fa4f
shadow_poly_updown_btc_5m_fade_momo_v2,2026-05-25 01:45:31.214561+02,cb154bd7-7232-47cf-b341-514fcc8c8bd6,5m,BTC,DOWN,Up,False,-24.999988,54.3478,0.46,0x806badcb8bfef076813e3226fba2065700516ac988e56832805c0d1e07d201c6,onchain_oracle,9403f49b-34e5-484b-b831-3bbc83cb1cb0
shadow_poly_updown_sol_5m_fade_sniper,2026-05-25 01:45:32.392208+02,679bcc10-2874-4c37-88a6-57fb7e55da80,5m,SOL,DOWN,Up,False,-26.6684,50.0,0.533368,0xe6b09d1ce12468aef6aa4c36f7d559db9d3ae5ba56e2561f81824448dd742caa,onchain_oracle,d88e2a6c-b291-4d9a-a2c3-bb97f031b598
shadow_poly_updown_btc_5m_fade_sniper,2026-05-25 01:50:43.504957+02,fbd18664-165c-4756-9770-b0d9b75c481c,5m,BTC,DOWN,Down,True,24.125,50.0,0.5,0x9186878db7231c0f94f20870bf9d599c415390fc1d64b568dda3a0623001a7c4,onchain_oracle,964dd1d2-e436-4eb7-85b4-23f9e9a75dea
shadow_poly_updown_eth_15m_fade_sniper,2026-05-25 02:15:55.900404+02,224bd524-555c-459c-9240-034f93ab96e8,15m,ETH,DOWN,Up,False,-26.25,50.0,0.525,0x26776dedf4fffe7b89cf94a89fac9082ed32e6321a8f52468c47983baf3c1518,onchain_oracle,676f32db-d3d6-4518-8a44-1e2c93ead628
shadow_poly_updown_eth_15m_fade_sniper,2026-05-25 02:30:22.853376+02,5581dca8-1c39-4674-88b2-0fee3435ebc5,15m,ETH,UP,Up,True,23.16210414,49.0196,0.51,0x788f15dece09479780447ab1c874e76016456c138b6bcb67e6bae99d1fe362cd,onchain_oracle,38c5f87c-522e-4f8a-9a40-fb0588d06889
