slug,ws_s,outcome_truth,current_px,trend_align,v_trend,v_levels,v_momentum,p_up_levels,score_momentum,mom_imb_l5,mom_cvd_norm,mom_aggressor,bb_position,rsi14,fired,skip_reason,direction,stake_usd,vwap_entry,shares,hit_levels,underfilled,won,pnl_usd,balance_cum_usd
btc-updown-5m-1777004400,1777004100,Up,77687.03,0,0,-1,0,0.34422949516364665,0.005583564195008071,0.013958910487520178,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777004700,1777004400,Down,77810.01,0,0,0,0,0.6139664804469341,0.07967173892671751,0.19917934731679376,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777005000,1777004700,Down,77760.74,0,0,1,0,0.6758207268846833,-0.0773852124317701,-0.19346303107942525,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777005300,1777005000,Down,77658.23,0,0,0,-1,0.4968729296409355,-0.3249133348620925,-0.8122833371552313,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777005600,1777005300,Up,77647.75,0,0,0,0,0.5524181794090328,0.0682948542058284,0.17073713551457098,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777005900,1777005600,Up,77611.17,0,0,1,0,0.7462965416721901,-0.08154628725284763,-0.20386571813211904,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777006200,1777005900,Down,77665.93,0,0,0,0,0.456062011395291,-0.06985162892491667,-0.17462907231229166,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777006500,1777006200,Down,77712.0,0,0,-1,0,0.2118855174241434,0.11774832353231535,0.29437080883078837,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777006800,1777006500,Up,77687.05,0,0,-1,0,0.3441234927785714,-0.016399938037514657,-0.040999845093786645,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777007100,1777006800,Down,77679.16,0,0,0,0,0.385941433682238,-0.01524861374776149,-0.03812153436940372,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777007400,1777007100,Down,77618.99,0,0,1,0,0.7048496091161711,-0.011306355893956545,-0.028265889734891362,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777007700,1777007400,Down,77599.99,0,0,1,0,0.8055518749171501,0.04682017974501321,0.11705044936253302,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777008000,1777007700,Up,77526.5,0,0,1,0,0.6909897025171482,-0.09373200661032688,-0.23433001652581717,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777008300,1777008000,Up,77579.72,0,0,0,0,0.5387585812356844,0.01891565448343672,0.0472891362085918,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777008600,1777008300,Up,77616.62,0,0,1,0,0.7174108917450825,-0.08038242766858857,-0.2009560691714714,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777008900,1777008600,Up,77701.26,0,0,-1,0,0.26880879819798764,-0.010632109385223916,-0.026580273463059786,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777009200,1777008900,Down,77694.0,0,0,-1,0,0.30728766397243923,-0.04836692912342433,-0.12091732280856082,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777009500,1777009200,Up,77723.25,0,0,-1,0,0.15225917583145843,-0.07690746378448288,-0.1922686594612072,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777009800,1777009500,Down,77744.0,0,0,1,0,0.6968363567886505,-0.0377399234345984,-0.094349808586496,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777010100,1777009800,Up,77817.95,0,0,0,0,0.6039984935032365,0.08009188918781773,0.20022972296954433,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777010400,1777010100,Down,78008.01,0,0,1,1,0.7328157156221029,0.1656111118268345,0.4140277795670862,0.0,0.0,no_data,,True,,Up,25.0,0.26,96.15384615384615,1.0,False,False,-25.0,-1.7777777777777786
btc-updown-5m-1777010700,1777010400,Up,77922.13,0,0,1,0,0.7029867396871199,0.1467292014214118,0.3668230035535295,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777011000,1777010700,Up,77925.47,0,0,1,0,0.6962120635886508,0.02539819497776661,0.06349548744441652,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777011300,1777011000,Up,77919.78,0,0,1,0,0.7077533531097122,0.1464312568380743,0.3660781420951857,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777011600,1777011300,Down,77938.89,0,0,1,1,0.6689916584265138,0.1719130595503112,0.42978264887577794,0.0,0.0,no_data,,True,,Up,25.0,0.24,104.16666666666667,1.0,False,False,-25.0,-26.77777777777778
btc-updown-5m-1777011900,1777011600,Down,77922.26,0,0,1,0,0.7027230546892951,0.14666212281987703,0.36665530704969257,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777012200,1777011900,Up,77832.0,0,0,1,1,0.8858015770391219,0.1946229223859591,0.4865573059648977,0.0,0.0,no_data,,True,,Up,25.0,0.25,100.0,1.0,False,True,73.5,46.72222222222222
btc-updown-5m-1777012500,1777012200,Down,77795.64,0,0,0,0,0.6320067792354537,0.052276496583113834,0.13069124145778457,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777012800,1777012500,Down,77802.66,0,0,0,0,0.6231937731466908,0.014639229736774478,0.036598074341936196,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777013100,1777012800,Up,77864.54,0,0,1,0,0.8197991937324242,0.002682734253723925,0.0067068356343098125,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777013400,1777013100,Up,77800.01,0,0,0,0,0.6265206201745092,-0.012359067455112248,-0.03089766863778062,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777013700,1777013400,Down,77907.0,0,0,1,0,0.7336756167439988,-0.0007126791419202529,-0.0017816978548006322,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777014000,1777013700,Down,77856.01,0,0,1,0,0.8371009862833205,-0.06692326907933015,-0.16730817269832537,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777014300,1777014000,Up,77793.16,0,0,0,0,0.6351202058878871,0.009335547030168716,0.02333886757542179,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777014600,1777014300,Down,77809.64,0,0,0,0,0.6144309836168486,-0.03868122784256948,-0.09670306960642369,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777014900,1777014600,Down,77833.43,0,0,1,0,0.8829010420628424,0.020463259938583795,0.051158149846459486,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777015200,1777014900,Down,77750.93,0,0,0,0,0.6160595608648167,0.01891538096260343,0.04728845240650857,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777015500,1777015200,Up,77689.95,0,0,-1,0,0.32875314694582125,-0.071454103709147,-0.17863525927286747,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777015800,1777015500,Down,77706.92,0,0,-1,0,0.23881012322778283,-0.061665144351904705,-0.15416286087976175,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777016100,1777015800,Up,77682.24,0,0,0,0,0.3696170663839648,0.035399359425307315,0.08849839856326829,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777016400,1777016100,Down,77652.18,0,0,0,0,0.5289386511196836,-0.0019099937541154602,-0.00477498438528865,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777016700,1777016400,Up,77654.34,0,0,0,0,0.5174903935338697,-0.02117736683451309,-0.052943417086282724,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777017000,1777016700,Down,77695.06,0,0,-1,0,0.3016695375646075,-0.014511352013049256,-0.03627838003262314,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777017300,1777017000,Down,77710.57,0,0,-1,0,0.21946468795544322,-0.07843585866338465,-0.19608964665846162,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777017600,1777017300,Down,77585.29,0,0,1,0,0.8834636279316535,0.028068264805682072,0.07017066201420517,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777017900,1777017600,Up,77594.0,0,0,1,0,0.8372995892407497,0.051149095823165174,0.12787273955791292,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777018200,1777017900,Up,77561.01,0,0,0,0,0.5986418456412458,0.03126233129665453,0.07815582824163632,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777018500,1777018200,Up,77648.7,0,0,0,0,0.5473830661189993,0.08249603445398367,0.20624008613495914,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777018800,1777018500,Up,77825.97,0,0,1,0,0.8966645175155773,0.029417786509803725,0.07354446627450931,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777019100,1777018800,Down,77931.01,0,0,0,0,0.5354695895121516,0.08490595436003247,0.21226488590008116,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777019400,1777019100,Down,77880.87,0,0,1,0,0.7078830861809697,0.05379991390660688,0.1344997847665172,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777019700,1777019400,Up,77822.42,0,0,0,0,0.49577689913350376,0.06767358219854507,0.16918395549636264,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777020000,1777019700,Down,77762.01,0,0,0,0,0.5974173466812517,0.007805867050003886,0.019514667625009714,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777020300,1777020000,Up,77788.85,0,0,0,0,0.5522587700849511,-0.031262635814116944,-0.07815658953529235,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777020600,1777020300,Up,77784.49,0,0,0,0,0.5595945150163898,0.03646626765508427,0.09116566913771067,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777020900,1777020600,Down,77870.0,0,0,1,0,0.7452611218568627,0.023848081834536114,0.05962020458634028,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777021200,1777020900,Down,77848.65,0,0,1,0,0.8186761229314601,-0.11067655199943321,-0.276691379998583,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777021500,1777021200,Down,77724.31,0,0,-1,0,0.1466410494236267,0.011945025037452886,0.02986256259363221,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777021800,1777021500,Up,77626.88,0,0,1,0,0.6630316682125045,0.08943332720402875,0.22358331801007184,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777022100,1777021800,Up,77439.83,0,0,1,0,0.7642996687335359,0.11640118380038222,0.29100295950095556,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777022400,1777022100,Down,77606.94,0,0,1,0,0.768716046111018,-0.13208585446790064,-0.33021463616975155,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777022700,1777022400,Down,77555.44,0,0,0,0,0.6147803411683688,-0.0107047034095319,-0.026761758523829747,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777023000,1777022700,Up,77483.76,0,0,1,0,0.8224656839665505,-0.07761027026794998,-0.19402567566987494,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777023300,1777023000,Up,77533.07,0,0,1,0,0.6795950889138189,0.015379331468426963,0.03844832867106741,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777023600,1777023300,Up,77502.98,0,0,1,0,0.7667777335120183,0.07497504019097949,0.18743760047744873,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777023900,1777023600,Down,77560.34,0,0,0,0,0.6005831009380427,0.07412091026377636,0.18530227565944088,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777024200,1777023900,Up,77541.66,0,0,1,0,0.6547064575712482,-0.027119444414966207,-0.06779861103741551,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777024500,1777024200,Down,77486.47,0,0,1,0,0.8146137409003626,0.02259430265527273,0.05648575663818182,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777024800,1777024500,Down,77531.14,0,0,1,0,0.6851870631270167,-0.05274018193463475,-0.13185045483658686,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777025100,1777024800,Up,77474.51,0,0,1,0,0.8492665966462795,0.062053018295625706,0.15513254573906426,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777025400,1777025100,Up,77450.0,0,0,1,0,0.7412639089441915,0.02423353337430137,0.06058383343575342,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777025700,1777025400,Up,77487.0,0,0,1,0,0.8130781210387166,-0.04075382012704344,-0.1018845503176086,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777026000,1777025700,Up,77566.63,0,0,0,0,0.5823584803158033,0.05287182444343952,0.1321795611085988,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777026300,1777026000,Up,77586.62,0,0,1,0,0.8764144693255757,0.012678247839479524,0.03169561959869881,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777026600,1777026300,Down,77696.0,0,0,-1,0,0.29668742546707305,-0.021751393791169582,-0.054378484477923955,0.0,0.0,no_data,,False,abstention_2,,,,,,,,,
btc-updown-5m-1777026900,1777026600,Up,77684.09,0,0,0,0,0.35981184576654734,-0.08585734545684441,-0.214643363642111,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777027200,1777026900,Up,77682.88,0,0,0,0,0.3662249900622507,0.13064254860086125,0.3266063715021531,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
btc-updown-5m-1777027500,1777027200,Up,77647.8,0,0,0,0,0.5521531734463833,-0.08221360655994853,-0.20553401639987132,0.0,0.0,no_data,,False,abstention_3,,,,,,,,,
